workload id,k1,k2,k3,k4,k5,k6,k7,k8,s1,s2,s3,s4,latency,driver.jvm.PS-MarkSweep.count.avg_increase,driver.jvm.non-heap.usage.avg,executor.deserializeTime.avg,worker_1.Disk_Read_KB/s.sdd,worker_1.Paging_and_Virtual_Memory.pgscan_kswapd_normal,worker_2.Disk_Read_KB/s.sdh,worker_2.Disk_Write_KB/s.sdi,worker_2.Paging_and_Virtual_Memory.pginodesteal,worker_2.Paging_and_Virtual_Memory.pgscan_kswapd_normal
65.0,72.0,6.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,39.22725,0.0,-185049720.2694541,16905.832752613238,0.0,0.0,1002.7399245063878,17.765258420441345,0.0,0.0
65.0,96.0,8.0,4.0,8.0,24.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,31.391,0.0,-168629213.96078432,3911.385138146168,0.0,0.0,0.0,19.331648284313726,0.0,0.0
65.0,96.0,8.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,31.012,0.0,-187133662.30303028,14363.554924242424,0.0,0.0,590.9356060606061,20.48712121212121,0.0,0.0
65.0,72.0,6.0,4.0,8.0,48.0,200.0,1.0,0.55,10000.0,128.0,10.0,200.0,38.83325,0.25,-180179699.04634148,8901.746951219511,0.0,0.0,0.0,17.86640243902439,0.0,0.0
65.0,16.0,4.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,107.386,0.0,-168969400.06605506,3190.0437708507093,0.0,0.0,0.0,7.14369876131344,0.0,0.0
77.0,48.0,6.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,5.881,0.0,-218785396.0,33845.098958333336,0.0,0.0,1056.8196428571428,52.586160714285704,0.0,0.0
77.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,5000.0,128.0,10.0,200.0,6.9620000000000015,0.0,-173571190.95925924,4750.326649305556,0.0,0.0,993.1676388888887,79.84152777777777,0.0,0.0
77.0,72.0,12.0,2.0,4.0,192.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,7.200833333333333,0.0,-173163461.05858585,4464.752981200899,0.0,0.0,626.5518518518519,58.700875420875406,0.0,0.0
77.0,72.0,12.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,7.605083333333333,0.0,-173195996.08282828,4611.72722362514,0.0,0.0,1039.563712121212,55.95218013468013,0.0,0.0
77.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,6.655916666666667,0.0,-173051140.91111112,4485.588483796297,0.0,0.0,0.0,78.04048611111112,0.0,0.0
82.0,96.0,8.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,512.0,10.0,200.0,32.385000000000005,0.0,-167729420.82184872,3447.297610294117,0.0,0.0,0.0,18.40878151260504,0.0,0.0
82.0,216.0,24.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,22.96875,0.0,-185288359.6707692,10819.934273504272,0.0,0.0,530.314,27.221038461538463,0.0,0.0
82.0,16.0,4.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,24.0,104.80125,0.0,-167657092.28037384,2297.5718017104564,0.037149532710280375,0.0,0.0,9.64309425145477,0.0,0.0
